metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1788912191.6492,elite,12525.356509619,1788469033.6195,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,InternetXS,True,Arizona,success,America/Phoenix,85001,1788467516,1788912384.3247,23648,http,174.138.162.35:23648,False,9852.646112442,144,2133,6.3241106719368,174.138.162.35
True,1788912384.3127,transparent,5722.8774321114,1788520260.7452,AS204834 Shabakieh Isfahan Co PJSC,shabakieh-Esfahan,Isfahan,Asia,AS,Iran,IR,,False,Shabakieh Isfahan Co PJSC,32.6436,51.6789,False,Shabakieh Isfahan Co PJSC,False,Isfahan,success,Asia/Tehran,,1788518814,1788912384.3127,8080,http,85.133.162.36:8080,False,370.30863761902,339,2134,13.708046906591,85.133.162.36
True,1788911903.9749,elite,13441.605949164,1788783391.2903,AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,TR_Arvancloud,Frankfurt am Main,Europe,EU,Germany,DE,,True,Arvancloud Global Technologies L.L.C,50.1109,8.68213,False,Arvancloud Global Technologies L.L.C,True,Hesse,success,Europe/Berlin,60313,1788781216,1788912384.0819,1140,socks5,185.204.170.179:1140,True,9907.5317382812,1405,1339,51.202623906706,185.204.170.179
True,1788912384.0703,elite,2751.4936632639,1783292528.2814,AS6866 Cyprus Telecommunications Authority,CYTA-NETWORK,Limassol,Europe,EU,Cyprus,CY,,False,CYTANET - Cyprus Telecommunications Authority,34.6874,33.0366,False,,True,Limassol District,success,Asia/Nicosia,,1788732720,1788912384.0703,4145,socks4,87.228.228.101:4145,True,7496.4599609375,79651,150011,34.681836786234,87.228.228.101
True,1788912211.1057,transparent,5998.636973162,1786269573.1528,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Lusacan,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,13.9552,121.345,False,Philippine Long Distance Telephone Company,True,Calabarzon,success,Asia/Manila,4325,1788686489,1788912383.9048,8082,http,119.93.128.161:8082,False,827.27026939392,4856,16880,22.340817077659,119.93.128.161
True,1788912186.1101,transparent,5562.8408827223,1788413097.1343,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Istanbul,Asia,AS,Türkiye,TR,,False,High Speed For Internet Services L.L.C,41.0146,28.9532,False,High Speed,False,Istanbul,success,Europe/Istanbul,34000,1788412314,1788912383.8289,8080,http,116.204.166.48:8080,True,268.47267150879,999,2625,27.566225165563,116.204.166.48
True,1788911835.5944,elite,6014.0166638796,1710565837.9299,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1788555316,1788912383.8128,80,http,31.220.78.244:80,False,9489.2222881317,257116,467942,35.461438946953,31.220.78.244
True,1788912373.3865,elite,15644.65006628,1783219101.3949,AS36352 HostPapa,AS-COLOCROSSING,Buffalo,North America,,United States,US,,True,HostPapa,42.8864,-78.8784,False,,True,New York,success,America/New_York,14205,1788659473,1788912383.7762,9050,socks5,23.95.171.196:9050,True,8471.6463088989,4830,59588,7.4979043124593,23.95.171.196
True,1788912383.7677,transparent,7845.7026926364,1788297690.9041,AS9541 Cyber Internet Services (Pvt) Ltd.,CYBERNET-AP,Islamabad,Asia,AS,Pakistan,PK,,False,Cyber Internet Services Pakistan,33.7233,73.0435,False,Cyber Internet Services (Private) Limited,True,Islamabad,success,Asia/Karachi,44000,1788901446,1788912383.7677,1973,http,72.255.29.169:1973,False,2646.265745163,713,3337,17.604938271605,72.255.29.169
True,1788912274.9842,elite,3890.2724632915,1785144382.319,AS137085 ANONET COMMUNICATIONS PVT LTD,ANI89-AS-IN,New Delhi,Asia,AS,India,IN,,False,Anonet Communications PVT LTD,28.6327,77.2198,False,ANI Data Services,True,National Capital Territory of Delhi,success,Asia/Kolkata,110002,1788770056,1788912383.5935,1080,socks5,103.55.63.14:1080,True,1653.3229351044,17416,61968,21.938929759145,103.55.63.14
True,1788912383.5322,elite,6687.9780374904,1788414352.484,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,False,Kowloon,success,Asia/Hong_Kong,999077,1788412409,1788912383.5322,9898,socks5,47.86.235.254:9898,True,9299.6962070465,2750,7008,28.182004509121,47.86.235.254
True,1788902724.0526,elite,3436.075276189,1787616455.0256,AS51765 Oy Creanova Hosting Solutions Ltd.,CREANOVA-AS,Los Angeles,North America,,United States,US,,True,Oy Crea Nova Hosting Solution Ltd,34.0544,-118.244,False,Beafort Limited,True,California,success,America/Los_Angeles,90009,1788824083,1788912383.5201,1080,http,85.209.156.148:1080,True,2472.1477031708,21773,929,95.907849528676,85.209.156.148
True,1788912371.8722,elite,6389.8502981986,1787856815.582,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,False,Alibaba.com LLC,True,Kowloon,success,Asia/Hong_Kong,999077,1788458666,1788912383.4658,1011,socks5,47.82.67.48:1011,True,7406.152009964,4799,11135,30.117986695117,47.82.67.48
True,1788912383.4223,elite,8127.0559119106,1783175939.7447,AS9123 JSC TIMEWEB,TimeWeb-AS,Moscow,Europe,EU,Russia,RU,,True,"JSC ""TIMEWEB""",55.7487,37.6187,False,"JSC ""TIMEWEB""",True,Moscow,success,Europe/Moscow,101000,1788619573,1788912383.4223,9050,socks5,194.87.76.214:9050,True,11016.30282402,16014,70752,18.456538275361,194.87.76.214
True,1788912319.3232,transparent,5439.3179209219,1753099714.7238,AS271795 ONETELECOM CIA.LTDA.,ONETELECOM CIA.LTDA.,Quito,South America,SA,Ecuador,EC,,False,Servitelconet Cia. Ltda.,-0.2309,-78.5211,False,Onetelecom Cia.ltda,True,Pichincha,success,America/Guayaquil,,1788437599,1788912383.3565,999,http,190.12.150.244:999,False,5383.0142021179,107188,45362,70.264175680105,190.12.150.244
True,1788912383.2432,elite,2989.2532598054,1783209319.4241,AS37282 Main one Cable Company Nigeria Limited,MAINONE,Lagos,Africa,AF,Nigeria,NG,,False,Main one Cable Company Nigeria Limited,6.4474,3.3903,False,,True,Lagos,success,Africa/Lagos,,1788649079,1788912383.2432,4153,socks4,41.75.84.86:4153,True,1598.2377529144,100200,150156,40.023007237694,41.75.84.86
True,1788912383.2156,transparent,5775.9661186061,1780788337.799,AS272106 CORPORACION TARAZONA CATV S.A.C.,CORPORACION TARAZONA CATV S.A.C.,Lima,South America,SA,Peru,PE,,False,Corporacion Tarazona Catv S.A.C.,-12.046,-77.0305,False,Corporacion Tarazona Catv S.A.C,True,Lima Province,success,America/Lima,15001,1788651130,1788912383.2156,999,http,38.253.80.111:999,False,2056.8253993988,6946,59488,10.45548965891,38.253.80.111
True,1788912238.5971,transparent,6174.1290625106,1788730739.1851,AS8749 JSC Redcom-lnternet,REDCOM-AS,Khabarovsk,Europe,EU,Russia,RU,,False,"JSC ""Redcom-lnternet""",48.4817,135.083,False,Redcom NAT,False,Khabarovsk,success,Asia/Vladivostok,680000,1788729383,1788912383.1915,81,http,91.234.54.83:81,False,2035.8905792236,282,1001,21.979734996103,91.234.54.83
True,1788912383.1865,transparent,6758.7488145236,1761121927.6546,AS136290 Country Online Services PVT LTD,COUNTRYONLINE-AS-IN,Hyderabad,Asia,AS,India,IN,,False,Country Online Services PVT LTD,17.3843,78.4583,False,Country Online Services PVT LTD,True,Telangana,success,Asia/Kolkata,500064,1788366553,1788912383.1865,83,http,103.48.68.126:83,False,1403.571844101,39733,322890,10.957109725528,103.48.68.126
True,1788912383.1555,anonymous,6129.0467581973,1787881299.0313,AS147145 PT Jalur Satu Aman,IDNIC-JSA-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT Jalur Satu Aman,-6.2208,106.8403,False,,True,Jakarta,success,Asia/Jakarta,12850,1788484638,1788912383.1555,8080,http,103.177.92.227:8080,True,454.16641235352,2191,5752,27.584036258341,103.177.92.227
True,1788912383.1422,anonymous,5391.5620739971,1788605894.9698,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Kota Batam,Asia,AS,Indonesia,ID,,False,Trans Media Telekomunikasi,1.1425,104.0125,False,,True,Riau Islands,success,Asia/Jakarta,29444,1788602417,1788912383.1422,3128,http,103.156.248.100:3128,True,1457.323551178,560,1643,25.419881979119,103.156.248.100
True,1788912383.1368,elite,1127.3644347557,1776088321.3247,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1788398402,1788912383.1368,4145,socks5,192.252.215.2:4145,True,884.15789604187,83195,76283,52.167070066091,192.252.215.2
True,1788911820.3367,elite,12477.277118641,1788751378.4664,AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,TR_Arvancloud,Frankfurt am Main,Europe,EU,Germany,DE,,True,Arvancloud Global Technologies L.L.C,50.1109,8.68213,False,Arvancloud Global Technologies L.L.C,True,Hesse,success,Europe/Berlin,60313,1788749801,1788912383.1335,1122,socks5,185.204.170.179:1122,True,16726.247310638,726,1358,34.836852207294,185.204.170.179
True,1788912383.0823,transparent,4861.1543092383,1788850059.8932,AS9299 Philippine Long Distance Telephone Company,IPG-AS-AP,Cebu City,Asia,AS,Philippines,PH,,False,Philippine Long Distance Telephone Co.,10.3099,123.893,False,Philippine Long Distance Telephone Company,False,Central Visayas,success,Asia/Manila,6000,1788848366,1788912383.0823,8080,http,49.148.6.159:8080,True,7884.8240375519,166,350,32.170542635659,49.148.6.159
True,1788912383.0454,elite,3566.5516633684,1710540124.3578,AS137868 Star Internet Service,SIS-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,,False,Star Internet Service,23.7278,90.4135,False,Md. Murad Hossain Ripon,True,Dhaka Division,success,Asia/Dhaka,1000,1788396018,1788912383.0454,36331,socks4,103.115.255.225:36331,True,2013.4425163269,304765,956207,24.169053714119,103.115.255.225
True,1788912382.9995,transparent,5634.6002530581,1743038968.243,AS200736 MEDIANET INVEST AE,INALAN,Athens,Europe,EU,Greece,GR,,False,ISP Inalan,37.9842,23.7353,False,FIBERLOC PC,True,Attica,success,Europe/Athens,,1788434516,1788912382.9995,32650,http,91.211.212.6:32650,False,3020.3478336334,67136,483230,12.198427955215,91.211.212.6
True,1788912379.174,elite,2758.4711055166,1776078373.3988,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Fairfax,North America,,United States,US,,False,Cox Communications Inc.,38.847,-77.3128,False,Amalga Systems Inc.,True,Virginia,success,America/New_York,22038,1788485531,1788912382.9578,4145,socks5,72.206.74.126:4145,True,928.36785316467,124321,71410,63.516254451262,72.206.74.126
True,1788912382.9331,transparent,7580.2945523917,1750612982.6382,AS42337 Respina Networks & Beyond PJSC,RESPINA-AS,Tehran,Asia,AS,Iran,IR,,False,Respina Networks & Beyond PJSC,35.6824,51.4158,False,Respina,True,Tehran,success,Asia/Tehran,,1788543296,1788912382.9331,8080,http,46.209.15.187:8080,False,5477.2932529449,16864,64839,20.640612951789,46.209.15.187
True,1788912382.9311,transparent,9769.8672223413,1779750464.9424,AS58965 ANJANI BROADBAND SOLUTIONS PVT.LTD.,ABSPL-AS-IN,New Delhi,Asia,AS,India,IN,,False,Airmax Internet Private Limited,28.6327,77.2198,False,Airmax Internet Private Limited,True,National Capital Territory of Delhi,success,Asia/Kolkata,110043,1788820716,1788912382.9311,80,http,103.74.144.34:80,False,2027.0218849182,7400,64123,10.346322162102,103.74.144.34
True,1788912202.3753,elite,4068.5006261328,1781730314.5946,AS63967 Bangla Trac Communications Ltd (ISP and Cloud Services),BTRAC-AS-AP,Dhaka,Asia,AS,Bangladesh,BD,Basundhara Residential Area,True,Bangla Trac Communications Ltd.,23.8259,90.439,False,Bangla Trac Communications Ltd- ISP and Cloud Services,True,Dhaka Division,success,Asia/Dhaka,1206,1788381213,1788912382.8898,1080,socks5,103.9.185.33:1080,True,1069.1571235657,43932,85003,34.072982510567,103.9.185.33
True,1788912382.8793,transparent,7646.3848469118,1744528014.5554,AS50187 BaikalWestCom Ltd,BWC,Irkutsk,Europe,EU,Russia,RU,,False,BaikalWestCom,52.2984,104.2903,False,BaikalWestCom,True,Irkutsk Oblast,success,Asia/Irkutsk,664000,1788309998,1788912382.8793,8080,http,212.67.31.235:8080,True,1829.5865058899,20361,218672,8.5180707266361,212.67.31.235
True,1788912382.8529,transparent,5827.2177781317,1787973249.8729,AS28458 IENTC S DE RL DE CV,IENTC S DE RL DE CV,Lagos de Moreno,North America,,Mexico,MX,,False,Ientc S De RL De CV,21.3582,-101.946,False,GTT Americas,True,Jalisco,success,America/Mexico_City,47460,1788575513,1788912382.8529,999,http,206.135.12.152:999,False,1550.6675243378,1132,5070,18.252176717188,206.135.12.152
True,1788912382.8451,transparent,6484.0024485899,1750609808.177,AS138089 PT.Global Media Data Prima,GMDP-AS-ID,Tulungagung,Asia,AS,Indonesia,ID,,False,PT.Global Media Data Prima,-8.0234,111.8932,False,CV Buana Data Media,True,East Java,success,Asia/Jakarta,66217,1788367050,1788912382.8451,8080,http,157.20.244.77:8080,True,662.89591789246,20360,105325,16.199228229303,157.20.244.77
True,1788912382.8432,transparent,6953.4958700163,1750609536.3597,AS273133 CONEX TV E.I.R.L.,CONEX TV E.I.R.L.,San Juan de Lurigancho,South America,SA,Peru,PE,,False,Conex TV E.I.R.L,-12.0064,-77.0139,False,Conex TV E.I.R.L,True,Lima region,success,America/Lima,15442,1788555168,1788912382.8432,999,http,38.190.100.168:999,False,4813.469171524,11865,104464,10.199520325972,38.190.100.168
True,1788912304.8728,transparent,5374.6851113838,1788588992.4153,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Istanbul,Asia,AS,Türkiye,TR,,False,High Speed For Internet Services L.L.C,41.0146,28.9532,False,High Speed,False,Istanbul,success,Europe/Istanbul,34000,1788587236,1788912382.838,8080,http,116.204.166.148:8080,True,281.07285499573,635,1751,26.61357921207,116.204.166.148
True,1788912382.8216,transparent,5677.6620084761,1769299102.4559,AS141127 PT Anugerah Cimanuk Raya,IDNIC-CDNNET-AS-ID,Jatibarang,Asia,AS,Indonesia,ID,,True,PT Anugerah Cimanuk Raya,-6.47472,108.315,False,PT CIMANUK DIGITAL NETWORK TEKNOLOGI,True,West Java,success,Asia/Jakarta,,1788774245,1788912382.8216,8080,http,165.101.230.77:8080,False,1594.4147109985,37007,269195,12.08581263349,165.101.230.77
True,1788912382.7881,transparent,6951.5859386829,1786415729.1308,AS273131 NETSLINK SAS,NETSLINK SAS,Bucaramanga,South America,SA,Colombia,CO,,False,Netslink SAS,7.1274,-73.1191,False,,True,Santander Department,success,America/Bogota,680001,1788831579,1788912382.7881,999,http,38.191.208.41:999,False,4899.9040126801,4911,16828,22.590735544413,38.191.208.41
True,1788912382.7616,elite,6370.5711086943,1788036121.558,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1788638618,1788912382.7616,55787,http,174.138.165.213:55787,False,7623.0485439301,678,4561,12.941401030731,174.138.165.213
True,1788912382.7515,transparent,7970.188592845,1751916651.058,AS269730 TECNOVEN SERVICES CA,TECNOVEN SERVICES CA,Maracaibo,South America,SA,Venezuela,VE,,False,Tecnoven Services C.A,10.6423,-71.6109,False,Tecnoven Services C.A,True,Zulia,success,America/Caracas,,1788777832,1788912382.7515,999,http,38.51.207.91:999,False,2952.8613090515,13752,163177,7.7726093517739,38.51.207.91
True,1788912243.1042,elite,6197.9727739962,1783531101.9654,AS206170 Yelles AB,Inleed,Stockholm,Europe,EU,Sweden,SE,,False,Yelles AB,59.3287,18.0717,False,Yelles AB,True,Stockholm County,success,Europe/Stockholm,100 04,1788369003,1788912382.7293,8001,http,194.14.207.87:8001,False,2752.9978752136,42129,24252,63.465449450897,194.14.207.87
True,1788912382.7118,transparent,5711.6214525058,1778046669.3265,AS28458 IENTC S DE RL DE CV,IENTC S DE RL DE CV,San Isidro de los Palominos,North America,,Mexico,MX,,False,IENTC S de RL de CV,20.8531,-101.804,False,IENTC S de RL de CV,True,Guanajuato,success,America/Mexico_City,,1788329561,1788912382.7118,999,http,38.49.133.226:999,True,7503.3524036407,12365,73817,14.347543570583,38.49.133.226
True,1788912382.6959,elite,3141.3387420874,1782927609.6567,AS51167 Contabo GmbH,CONTABO,Nuremberg,Europe,EU,Germany,DE,,True,Contabo GmbH,49.405,11.1617,False,Contabo GmbH,True,Bavaria,success,Europe/Berlin,90475,1788369760,1788912382.6959,1080,socks5,167.86.79.35:1080,True,1187.9260540009,85018,62745,57.536731116721,167.86.79.35
True,1788912002.6475,elite,13654.191472412,1788760444.5528,AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C,TR_Arvancloud,Frankfurt am Main,Europe,EU,Germany,DE,,True,Arvancloud Global Technologies L.L.C,50.1109,8.68213,False,Arvancloud Global Technologies L.L.C,True,Hesse,success,Europe/Berlin,60313,1788757856,1788912382.6347,1123,socks5,185.204.170.179:1123,True,6767.1232223511,885,1163,43.212890625,185.204.170.179
True,1788912202.2153,elite,8593.2939467391,1788106920.4433,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1788708823,1788912382.5002,36106,http,174.138.165.211:36106,False,4517.067193985,615,4204,12.761983814069,174.138.165.211
True,1788912382.4368,transparent,5567.3904342447,1788657158.9443,AS204834 Shabakieh Isfahan Co PJSC,shabakieh-Esfahan,Isfahan,Asia,AS,Iran,IR,,False,Shabakieh Isfahan Co PJSC,32.6436,51.6789,False,Shabakieh Isfahan Co PJSC,False,Isfahan,success,Asia/Tehran,,1788655927,1788912382.4368,8080,http,85.133.162.37:8080,True,690.39511680603,187,1371,12.002567394095,85.133.162.37
True,1788912252.7419,anonymous,7018.8373055163,1769299111.439,AS138886 PT Data Buana Nusantara,DBN-AS-ID,Blitar,Asia,AS,Indonesia,ID,,True,PT Data Buana Nusantara,-8.0982,112.165,False,DBN,True,East Java,success,Asia/Jakarta,66126,1788657207,1788912382.4289,8080,http,202.58.77.133:8080,False,3920.5236434937,31422,273684,10.298715856129,202.58.77.133
True,1788912192.7241,elite,3840.7997182693,1776083063.3224,AS153070 PT Karangmukti Global Netmedia,IDNIC-MAINWIFI-AS-ID,Karawang,Asia,AS,Indonesia,ID,,False,PT Karangmukti Global Netmedia,-6.30525,107.32,False,,True,West Java,success,Asia/Jakarta,,1788893277,1788912382.3293,69,socks5,160.22.200.60:69,True,2685.0266456604,58902,60198,49.455919395466,160.22.200.60
True,1788912382.3089,elite,6025.7962253597,1788332351.8942,AS7303 Telecom Argentina S.A.,Telecom Argentina S.A.,Neuquén,South America,SA,Argentina,AR,,False,Telecom Argentina S.A,-38.9524,-68.0642,False,Fibertel,False,Neuquen,success,America/Argentina/Salta,8300,1788330772,1788912382.3089,8080,http,181.168.162.63:8080,False,1212.5506401062,999,3091,24.425427872861,181.168.162.63
True,1788912382.1879,elite,4785.1327032565,1785280606.3559,AS200740 FIRST SERVER LIMITED,FIRST-SERVER-EU-AS,Amsterdam,Europe,EU,The Netherlands,NL,,True,First Server Limited,52.3907,4.8637,False,First Server Limited,True,North Holland,success,Europe/Amsterdam,1014,1788906320,1788912382.1879,1081,socks4,87.239.251.202:1081,True,2752.9318332672,139894,76555,64.631391228419,87.239.251.202
True,1788912226.4128,transparent,6068.7348700589,1750602956.8719,AS262186 TV AZTECA SUCURSAL COLOMBIA,TV AZTECA SUCURSAL COLOMBIA,Puerto López,South America,SA,Colombia,CO,,False,TV AZTECA SUCURSAL COLOMBIA,4.09912,-72.9565,False,TV AZTECA SUCURSAL COLOMBIA,True,Meta Department,success,America/Bogota,,1788793661,1788912382.1567,999,http,186.190.224.86:999,True,1415.4243469238,21285,75367,22.022306832761,186.190.224.86
True,1788912382.1114,transparent,5230.7549641706,1785518001.3585,"AS11562 Net Uno, C.A.","Net Uno, C.A.",Caracas,South America,SA,Venezuela,VE,,False,"Net Uno, C.A.",10.4873,-66.8738,False,"Net Uno, C.A",True,Distrito Federal,success,America/Caracas,,1788538753,1788912382.1114,999,http,190.153.122.105:999,True,975.42667388916,6941,23147,23.068997607019,190.153.122.105
True,1788912381.9302,anonymous,6753.5096258232,1763421840.9803,AS138109 PT. Rasi Bintang Perkasa,RASIBINTANG-AS-ID,Trucuk,Asia,AS,Indonesia,ID,,False,PT. Rasi Bintang Perkasa,-7.71833,110.659,False,Rasibintang,True,Central Java,success,Asia/Jakarta,,1788827133,1788912381.9302,8090,http,103.126.87.125:8090,False,5051.7807006836,27226,81843,24.962179904464,103.126.87.125
True,1788912381.9095,elite,12908.712212331,1783215541.9598,AS34087 NTE TELEKOM AS,NTE-BREDBAND,Trondheim,Europe,EU,Norway,NO,,False,NTE Bredband,63.4306,10.4037,False,,True,Trøndelag,success,Europe/Oslo,7046,1788658390,1788912381.9095,9050,socks5,84.52.227.36:9050,True,38068.415641785,38308,70013,35.365256967716,84.52.227.36
True,1788912381.8464,elite,12127.523388181,1788814193.9234,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1788812757,1788912381.8464,37473,http,174.138.165.211:37473,False,16973.449468613,35,537,6.1188811188811,174.138.165.211
True,1788912262.3736,transparent,6276.5634201969,1786833298.645,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Guayaquil,South America,SA,Ecuador,EC,,False,Negocios Y Telefonia Nedetel S.A,-2.18913,-79.8899,False,Apolo Chamba Dayri Nathalia,True,Guayas,success,America/Guayaquil,090812,1788646077,1788912381.7847,999,http,200.24.148.21:999,True,999.95112419128,4246,13770,23.567939609236,200.24.148.21
True,1788912381.7422,elite,5033.2173869208,1746740029.9376,AS142343 Dinas Kominfo Kabupaten Rembang,IDNIC-DINKOMINFOKABREMBANG-AS-ID,Rembang,Asia,AS,Indonesia,ID,,False,Dinas Kominfo Kabupaten Rembang,-6.70618,111.35,False,Dinas Kominfo Kabupaten Rembang,True,Central Java,success,Asia/Jakarta,,1788368723,1788912381.7422,8081,http,103.169.138.13:8081,False,1754.3106079102,7838,145999,5.0950031526876,103.169.138.13
True,1788883537.7841,transparent,1707.6492622888,1783659259.8513,AS4134 CHINANET BACKBONE,CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,False,Chinanet,32.0607,118.763,False,Chinanet JS,True,Jiangsu,success,Asia/Shanghai,210000,1788494303,1788912381.7277,21000,http,114.236.137.41:21000,True,1308.629989624,87029,1342,98.481402269975,114.236.137.41
True,1788912201.1207,elite,12862.441129598,1782949640.2977,AS16003 Fornex Hosting S.L.,FORNEX-NL-AS,Rotterdam,Europe,EU,The Netherlands,NL,,True,Fornex Hosting S.L.,51.9235,4.4813,False,,True,South Holland,success,Europe/Amsterdam,3012,1788391549,1788912381.7176,3128,http,185.18.52.170:3128,True,17927.508592606,13070,38628,25.281442222136,185.18.52.170
True,1788912163.2687,elite,7373.8320174632,1786785013.6304,AS132165 Connect Communications,CONNECT-AS-AP,Tando Adam,Asia,AS,Pakistan,PK,,False,Connect Communication,25.8943,68.5247,False,WANGSU,True,Sindh,success,Asia/Karachi,68050,1788596759,1788912381.5631,10942,socks5,111.119.162.248:10942,True,3509.1812610626,10546,25170,29.527382685631,111.119.162.248
True,1788912374.4604,elite,16735.708096448,1788751162.5502,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,InternetXS,True,Arizona,success,America/Phoenix,85001,1788800305,1788912381.4203,37548,socks5,174.138.162.37:37548,True,22634.802103043,17,1040,1.6083254493851,174.138.162.37
True,1788912227.0379,transparent,6015.0180110065,1786587633.1888,AS17995 PT iForte Global Internet,SOLUSINET-AS-ID,West Jakarta,Asia,AS,Indonesia,ID,,False,PT iForte Global Internet,-6.2065,106.7926,False,,True,Jakarta,success,Asia/Jakarta,12210,1788399556,1788912381.4085,8080,http,202.51.121.59:8080,False,1903.4078121185,4208,13385,23.918603990223,202.51.121.59
True,1788911170.6672,elite,1874.0827688202,1710634251.4411,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,Alibaba Cloud (Singapore) Private Limited,1.35208,103.82,False,Alibaba.com Singapore E-Commerce Private Limited,True,North West,success,Asia/Singapore,858877,1788313739,1788912381.4011,80,http,8.219.97.248:80,False,1790.8887863159,732992,377710,65.993578835727,8.219.97.248
True,1788912381.3991,transparent,6264.9168806178,1739995908.4433,"AS269931 WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L","WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",Mejía de Navarrete,North America,,Dominican Republic,DO,,False,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",19.5701,-70.8812,False,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",True,Santiago Province,success,America/Santo_Domingo,,1788789672,1788912381.3991,999,http,200.125.170.222:999,False,4709.8319530487,20454,324033,5.9375244929417,200.125.170.222
True,1788912216.7312,transparent,6517.5745581911,1775695477.3223,AS24492 WiCAM Corporation Ltd.,IIT-WICAM-AS-AP,Phnom Penh,Asia,AS,Cambodia,KH,,False,WiCAM Corporation,11.5583,104.9121,False,WiCAM Corporation Ltd.,True,Phnom Penh,success,Asia/Phnom_Penh,,1788399814,1788912381.3811,8080,http,49.156.44.166:8080,False,2356.2247753143,30643,93762,24.631646637997,49.156.44.166
True,1788911738.1998,elite,15018.389025781,1788069781.3489,AS56971 AS56971 Cloud,AS56971,Riga,Europe,EU,Latvia,LV,,True,CGI GLOBAL LIMITED,56.9473,24.0979,False,CGI GLOBAL LIMITED,True,Riga,success,Europe/Riga,LV-1001,1788671489,1788912381.2574,4433,socks5,31.57.28.179:4433,True,24946.946144104,10937,7487,59.362787668259,31.57.28.179
True,1788912381.2535,elite,1142.0785850876,1776081926.8012,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1788780018,1788912381.2535,4145,socks5,192.252.216.81:4145,True,893.43547821045,90782,76361,54.31397067182,192.252.216.81
True,1788912381.168,elite,9753.7301692618,1788675550.3199,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,InternetXS,True,Arizona,success,America/Phoenix,85001,1788692357,1788912381.168,36138,socks5,174.138.162.37:36138,True,18486.839532852,166,2507,6.2102506546951,174.138.162.37
