alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1788645704.4727,transparent,6141.1412391259,1784879706.2355,"AS263767 CORPORACIÓN GALA IT, C.A.","CORPORACION GALA IT, C.A.",Caracas,"South America",SA,Venezuela,VE,,false,"CORPORACIÓN GALA IT, C.A.",10.4873,-66.8738,false,,true,"Distrito Federal",success,America/Caracas,,1788508754,1788645704.4727,999,http,167.250.50.86:999,false,4971.5178012848,4772,25932,15.541948931735,167.250.50.86
true,1788645704.3242,transparent,3222.3207931921,1787871480.3901,"AS23688 Link3 Technologies Ltd.",LINK3-TECH-AS-BD-AP,Dhaka,Asia,AS,Bangladesh,BD,,false,"Link3 Technologies Limited",23.7534,90.3722,false,"Retail Subscriber",true,"Dhaka Division",success,Asia/Dhaka,1209,1788475726,1788645704.3242,3128,http,27.147.181.34:3128,true,1477.9512882233,1660,4342,27.657447517494,27.147.181.34
true,1788645704.2572,transparent,12057.023568932,1775591121.0879,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Bogotá,"South America",SA,Colombia,CO,,false,"Ufinet Panama S.A.",4.6913,-74.032,false,UFINET,true,"Bogota D.C.",success,America/Bogota,110111,1788294383,1788645704.2572,8080,http,181.78.233.10:8080,false,18456.630945206,19842,97671,16.884940389574,181.78.233.10
true,1788645571.6008,elite,7005.4337250075,1788160328.7365,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,"Secured Servers LLC",false,Arizona,success,America/Phoenix,85001,1788157000,1788645704.1448,38227,http,174.138.165.213:38227,false,3119.3177700043,311,2367,11.613144137416,174.138.165.213
true,1788645540.612,transparent,5498.6186292332,1786340754.2208,"AS271819 RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L","RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L","Santiago de los Caballeros","North America",NA,"Dominican Republic",DO,,false,"RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L",19.4857,-70.7362,false,"RUDDY GONZALEZ DIGITAL MEDIA DOMINICANA, RGDIMAX, S.R.L",false,"Santiago Province",success,America/Santo_Domingo,11403,1788151855,1788645704.0887,999,http,170.80.200.246:999,false,12595.497131348,2548,16421,13.432442406031,170.80.200.246
true,1788645704.0708,elite,4859.1777062822,1788189194.0755,"AS20473 The Constant Company, LLC",AS-VULTR,Atlanta,"North America",NA,"United States",US,,true,"The Constant Company",33.7838,-84.4455,false,"Vultr Holdings, LLC",false,Georgia,success,America/New_York,30318,1788187571,1788645704.0708,3129,http,144.202.16.214:3129,false,1063.5347366333,763,2295,24.950948332243,144.202.16.214
true,1788645703.9378,elite,9523.5762976028,1788081941.8428,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,"Secured Servers LLC",true,Arizona,success,America/Phoenix,85001,1788078583,1788645703.9378,34419,http,174.138.165.202:34419,false,4771.9876766205,364,2858,11.297330850403,174.138.165.202
true,1788645703.7967,transparent,13208.865457342,1750609280.852,"AS136873 MEGADATA-ISP",MEGADATA-AS-ID,Sumberdangdang,Asia,AS,Indonesia,ID,,false,HIP,-8.1839,113.704,false,"CV Hefaistos Indo Perkasa",true,"East Java",success,Asia/Jakarta,,1788168877,1788645703.7967,3125,http,103.186.209.133:3125,false,13511.362075806,4692,74192,5.9479742406572,103.186.209.133
true,1788645703.72,elite,5847.7608359777,1788353029.0952,"AS41745 Baykov Ilya Sergeevich",FORTIS-AS,Stockholm,Europe,EU,Sweden,SE,,false,"Baykov Ilya Sergeevich",59.3293,18.0685,false,IBCS,true,Stockholm,success,Europe/Stockholm,,1788352657,1788645703.72,1080,socks4,138.124.85.83:1080,true,10400.724411011,1560,9018,14.747589336358,138.124.85.83
true,1788645607.4088,transparent,6369.9614207402,1786672980.3731,"AS132663 PT Indonesia Media Komunikasi Masyarakat",INDOMEDIANET-AS-ID,Salatiga,Asia,AS,Indonesia,ID,,false,"PT Indonesia Media Komunikasi Masyarakat",-7.33194,110.493,false,,true,"Central Java",success,Asia/Jakarta,,1788485992,1788645703.3888,3125,http,103.26.131.10:3125,false,15972.715139389,3519,13638,20.510578772513,103.26.131.10
true,1788645703.3554,transparent,5954.8760252202,1783189881.7215,"AS133770 H M COMMUNICATION",HMCOMMUNICATION-AS-AP,Khulna,Asia,AS,Bangladesh,BD,,false,"H M COMMUNICATION",22.8159,89.566,false,"HM Communication",true,"Khulna Division",success,Asia/Dhaka,9100,1788631482,1788645703.3554,8090,http,103.156.238.136:8090,false,10777.412176132,7746,38584,16.719188430822,103.156.238.136
true,1788645703.3232,elite,3475.5706244488,1780623167.6115,"AS48988 Modern Server Solutions LLP",KZ-MSS,Almaty,Asia,AS,Kazakhstan,KZ,,true,"Modern Server Solutions LLP",43.2525,76.9115,false,"Modern Server Solutions LLP",true,Almaty,success,Asia/Almaty,,1788483088,1788645703.3232,7777,socks5,213.148.6.12:7777,true,7909.4998836517,38908,85563,31.258686762378,213.148.6.12
true,1788645703.1796,transparent,5857.603624151,1761085635.1511,"AS150490 PT General Media Network",IDNIC-GEMNET-AS-ID,Kisaran,Asia,AS,Indonesia,ID,,false,"PT General Media Network",2.9112,99.4364,false,"PT General Media Network",true,"North Sumatra",success,Asia/Jakarta,21211,1788173576,1788645703.1796,8090,http,103.55.22.52:8090,false,6404.8609733582,41932,263088,13.747295259327,103.55.22.52
true,1788645703.1327,elite,6581.5276030836,1788607586.0535,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,"Secured Servers LLC",true,Arizona,success,America/Phoenix,85001,1788603939,1788645703.1327,33062,http,174.138.165.204:33062,true,15372.510433197,58,201,22.393822393822,174.138.165.204
true,1788645610.6687,transparent,6276.8806094801,1783280039.0747,"AS8749 JSC Redcom-lnternet",REDCOM-AS,Khabarovsk,Europe,EU,Russia,RU,,false,"REDCOM LIR 3 Subroute VL",48.4817,135.083,false,,true,Khabarovsk,success,Asia/Vladivostok,680000,1788115261,1788645703.1247,8080,http,46.183.134.50:8080,false,8939.3968582153,14101,35799,28.258517034068,46.183.134.50
true,1788645703.0203,elite,3664.3731938829,1783417363.4244,"AS36926 Airtel Networks Kenya Limited",CKL1-ASN,Nairobi,Africa,AF,Kenya,KE,,false,"Airtel KE Mobile & Fixed Internet",-1.2841,36.8155,false,,true,"Nairobi County",success,Africa/Nairobi,09831,1788252518,1788645703.0203,1080,socks4,154.79.251.168:1080,true,7962.760925293,114175,131493,46.475324421577,154.79.251.168
true,1788645702.9208,transparent,9727.7538314647,1788272098.2307,"AS8075 Microsoft Corporation",MICROSOFT-CORP-MSN-AS-BLOCK,Boydton,"North America",NA,"United States",US,,true,"Microsoft Corporation",36.677696,-78.37471,false,"Microsoft Azure Cloud (eastus)",false,Virginia,success,America/New_York,23917,1788271485,1788645702.9208,3128,http,172.210.12.8:3128,false,9150.5606174469,1043,1749,37.356733524355,172.210.12.8
true,1788645702.903,elite,11909.068044103,1785486009.697,"AS7488 CNServer LLC",CNSERVER-AP-AS,"Los Angeles","North America",NA,"United States",US,,true,"CNServer LLC",34.0544,-118.244,false,"Etclouds Limited",true,California,success,America/Los_Angeles,90060,1788509542,1788645702.903,1080,socks5,77.73.14.147:1080,true,7340.7227993011,11644,53825,17.785516809482,77.73.14.147
true,1788645702.8435,transparent,4069.246985685,1764285917.6587,"AS22884 TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.","TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V.",Mazatlán,"North America",NA,Mexico,MX,,false,"Total Play Telecomunicaciones SA De CV",23.276,-106.3957,false,"TOTAL PLAY TELECOMUNICACIONES, S.A.P.I. DE C.V",true,Sinaloa,success,America/Mazatlan,82136,1788481608,1788645702.8435,8081,http,187.190.58.152:8081,false,2041.9065952301,67468,288273,18.965483315108,187.190.58.152
true,1788645498.7516,transparent,6034.135707479,1779315240.7572,"AS4764 Aussie Fibre Pty Ltd",AUSSIEFIBRE-AS-AP,Brisbane,Oceania,OC,Australia,AU,,false,"Aussie Fibre Pty Ltd",-27.4417,153.0197,false,"Wideband Networks Pty Ltd",true,Queensland,success,Australia/Brisbane,4006,1788385639,1788645702.8269,3128,http,180.181.215.232:3128,false,5471.7507362366,27863,60949,31.373012655947,180.181.215.232
true,1788645565.6567,elite,11505.707983767,1788101798.2701,"AS210644 AEZA INTERNATIONAL LTD",AEZA-AS,"Frankfurt Am Main",Europe,EU,Germany,DE,,true,"xorek.cloud International LTD",50.1153,8.6805,false,"xorek.cloud International LTD",false,Hesse,success,Europe/Berlin,60313,1788099955,1788645702.6568,3128,http,150.241.71.85:3128,false,13111.099481583,4492,1859,70.729019052118,150.241.71.85
true,1788522967.5603,elite,2993.2790056542,1710578604.3561,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Dubai,Asia,AS,"United Arab Emirates",AE,,true,"Alibaba Cloud LLC",25.0734,55.2979,false,ALICLOUD-UAE,true,Dubai,success,Asia/Dubai,,1788253383,1788645702.5698,3128,http,47.91.104.88:3128,false,1270.2655792236,542825,118576,82.071995657702,47.91.104.88
true,1788645665.78,transparent,7658.3500579158,1750609346.7159,"AS23969 TOT Public Company Limited",TOT-NET,Phuket,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",7.9833,98.3662,false,"TOT Public Company Limited",true,Phuket,success,Asia/Bangkok,83110,1788367576,1788645702.3129,8080,http,1.0.171.213:8080,false,8608.3710193634,36675,381323,8.7739654256719,1.0.171.213
true,1788645702.1759,elite,12460.347586088,1788034603.7029,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,"Secured Servers LLC",true,Arizona,success,America/Phoenix,85001,1788636056,1788645702.1759,37032,http,174.138.165.206:37032,false,13233.458995819,442,2997,12.852573422507,174.138.165.206
true,1788645457.5927,elite,1973.2126839796,1788589049.6179,"AS214195 Tres Teknoloji A.S.",TRES,Istanbul,Asia,AS,Turkey,TR,,false,"Tres Teknoloji A.S.",41.0082,28.9784,false,"Tres Teknoloji",false,Istanbul,success,Europe/Istanbul,34122,1788587371,1788645702.1626,80,http,91.228.227.23:80,false,6297.2395420074,997,46,95.589645254075,91.228.227.23
true,1788635701.7039,elite,2208.7401120976,1765044634.7423,"AS12876 Scaleway SAS",AS12876,Paris,Europe,EU,France,FR,,true,"Scaleway SAS",48.8558,2.3494,false,ONLINE,true,Île-de-France,success,Europe/Paris,75001,1788634395,1788645702.1483,80,http,212.47.232.28:80,false,85.226774215698,332368,100933,76.706031142324,212.47.232.28
true,1788645701.8933,elite,3403.0616426486,1776080991.54,"AS22773 Cox Communications Inc.",ASN-CXA-ALL-CCI-22773-RDC,Pensacola,"North America",NA,"United States",US,,false,"Cox Communications Inc.",30.4077,-87.219,false,"Cox Communications",true,Florida,success,America/Chicago,32516,1788174478,1788645701.8933,4145,socks4,174.75.211.193:4145,true,808.26187133789,340427,293146,53.731298524401,174.75.211.193
true,1788645646.9709,elite,5217.3147197733,1776624282.1047,"AS216071 SERVERS TECH FZCO",VDSINA,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Servers Tech Fzco",52.3716,4.8883,false,,true,"North Holland",success,Europe/Amsterdam,1012,1788635762,1788645701.8443,41414,socks5,77.238.237.253:41414,true,5689.3749237061,21308,71673,22.916509824588,77.238.237.253
true,1788645701.7796,elite,5682.6314926147,1788634886.1119,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,InternetXS,true,Arizona,success,America/Phoenix,85001,1788631765,1788645701.7796,32220,http,174.138.162.37:32220,false,5682.6314926147,1,40,2.4390243902439,174.138.162.37
true,1788645543.9933,elite,10133.61336011,1788023128.9438,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,InternetXS,true,Arizona,success,America/Phoenix,85001,1788627692,1788645701.7567,36290,http,174.138.162.36:36290,false,13395.040512085,394,3065,11.390575310783,174.138.162.36
true,1788645701.6826,elite,5580.0669959468,1787863005.9218,"AS200019 ALEXHOST SRL",AlexHost,Stockholm,Europe,EU,Sweden,SE,,true,"Alexhost SRL",59.3287,18.0717,false,,true,"Stockholm County",success,Europe/Stockholm,"100 04",1788466817,1788645701.6826,1080,socks5,143.246.197.187:1080,true,8393.8567638397,5853,10827,35.089928057554,143.246.197.187
true,1788645701.6273,elite,6361.4048882535,1788283716.672,"AS132165 Connect Communications",CONNECT-AS-AP,"Tando Adam",Asia,AS,Pakistan,PK,,false,"Connect Communication",25.8943,68.5247,false,WANGSU,true,Sindh,success,Asia/Karachi,68050,1788283154,1788645701.6273,10944,socks5,111.119.162.248:10944,true,3054.1653633118,1426,3234,30.600858369099,111.119.162.248
true,1788645613.8658,transparent,5715.4669374945,1769288679.2742,"AS151540 PT Digital Netcom Solution",IDNIC-DIGITALNETCOM-AS-ID,Purwakarta,Asia,AS,Indonesia,ID,,false,"PT Digital Netcom Solution",-6.55694,107.443,false,"PT Digital Netcom Solution",true,"West Java",success,Asia/Jakarta,,1788192001,1788645701.605,8080,http,103.238.232.98:8080,false,9435.4662895203,15298,48897,23.830516395358,103.238.232.98
true,1788645701.5969,elite,6545.5397940329,1750275909.648,"AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,"Vietnam Posts and Telecommunications Group",10.822,106.6257,false,WANGSU,true,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1788433768,1788645701.5969,8562,http,14.225.240.23:8562,true,5575.6549835205,249683,255570,49.417420579393,14.225.240.23
true,1788645701.5768,transparent,5750.2579768499,1783673988.758,"AS138134 PT Tunas Link Indonesia",TLINK-AS-ID,"Bandar Lampung",Asia,AS,Indonesia,ID,,false,TLINK,-5.3906,105.2569,false,,true,Lampung,success,Asia/Jakarta,35141,1788512866,1788645701.5768,8080,http,103.133.61.239:8080,false,6088.0055427551,11401,33411,25.441845934125,103.133.61.239
true,1788645701.4362,elite,3480.9082364283,1776079462.4509,"AS55836 Reliance Jio Infocomm Limited",RELIANCEJIO-IN,Vadodara,Asia,AS,India,IN,,false,"Reliance Jio Infocomm Limited",22.3008,73.2043,true,"Reliance Jio Infocomm Limited",true,Gujarat,success,Asia/Kolkata,390007,1788174168,1788645701.4362,43314,socks4,136.233.136.41:43314,true,8011.8801593781,164970,314787,34.386157992484,136.233.136.41
true,1788645687.2275,elite,4859.6302310757,1786197034.4756,"AS20473 The Constant Company, LLC",AS-VULTR,"Los Angeles","North America",NA,"United States",US,,true,"The Constant Company",34.0609,-118.2414,false,"Vultr Holdings, LLC",true,California,success,America/Los_Angeles,90012,1788613916,1788645700.9682,8080,socks5,149.248.21.106:8080,true,2806.4932823181,54118,31443,63.25078014516,149.248.21.106
true,1788645632.0603,elite,10198.579780928,1788495969.4563,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,InternetXS,true,Arizona,success,America/Phoenix,85001,1788494160,1788645700.9559,36181,socks5,174.138.162.38:36181,true,1394.0312862396,131,1827,6.6905005107252,174.138.162.38
true,1788645700.8873,elite,6194.8073892032,1788486985.6699,"AS50919 INTERWORKS Single Member S.A.",INTERWORKS-AS,Giannitsá,Europe,EU,Greece,GR,,false,"INTERWORKS Single Member S.A.",40.7919,22.4075,false,"Customer Beeasy",false,"Central Macedonia",success,Europe/Athens,,1788484163,1788645700.8873,666,http,188.164.201.197:666,false,2073.6718177795,323,839,27.796901893287,188.164.201.197
true,1788645666.7043,transparent,6205.1330793391,1786859918.676,"AS1299 Arelion Sweden AB",TWELVE99,Monterrey,"North America",NA,Mexico,MX,,false,"Arelion Sweden AB",25.6866,-100.316,false,"Arelion Sweden AB",true,"Nuevo León",success,America/Monterrey,64260,1788066845,1788645700.8798,8081,http,62.115.200.99:8081,false,3177.6373386383,3962,12123,24.631644389182,62.115.200.99
true,1788645700.78,transparent,6177.864331877,1773574851.0132,"AS328942 IMVULA ITECHNOLOGIES (PTY) LTD",IIL3-AS,Durban,Africa,AF,"South Africa",ZA,,false,"IMVULA ITECHNOLOGIES (PTY) LTD",-29.8427,31.0141,false,Net11,true,KwaZulu-Natal,success,Africa/Johannesburg,4000,1788421692,1788645700.78,8082,http,102.218.41.98:8082,false,8653.5503864288,19659,66553,22.803090057069,102.218.41.98
true,1788645700.1466,elite,9190.321965945,1788167907.3541,"AS20454 SECURED SERVERS LLC",SSASN2,Phoenix,"North America",NA,"United States",US,,true,"Secured Servers LLC",33.4532,-112.0748,false,"Secured Servers LLC",true,Arizona,success,America/Phoenix,85001,1788165090,1788645700.1466,57710,http,174.138.165.210:57710,false,3867.2788143158,295,2516,10.494485948061,174.138.165.210
true,1788645699.9861,elite,3998.9678903563,1710638856.2731,"AS6568 EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA","EMPRESA NACIONAL DE TELECOMUNICACIONES SOCIEDAD ANONIMA","Santa Cruz de la Sierra","South America",SA,Bolivia,BO,,false,"Entel S.A. - EntelNet",-17.7834,-63.1822,false,"Empresa Nacional De Telecomunicaciones Sociedad Anonima",true,"Santa Cruz Department",success,America/La_Paz,,1788525941,1788645699.9861,1080,socks4,181.115.207.114:1080,true,8464.9939537048,126596,928430,11.999325135115,181.115.207.114
true,1788645699.5787,elite,11017.344947424,1778934768.3855,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,"Shenzhen Tencent Computer Systems Company Limited",37.353,-121.9544,false,"Tencent Cloud Computing",true,California,success,America/Los_Angeles,95052,1788610566,1788645699.5787,51029,socks4,43.130.38.45:51029,true,24648.947954178,226278,232074,49.367734841345,43.130.38.45
true,1788645068.38,elite,4078.0212760565,1788620855.5655,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,"North Bergen","North America",NA,"United States",US,,true,"DigitalOcean, LLC",40.7964,-74.0203,false,"Digital Ocean",false,"New Jersey",success,America/New_York,07047,1788617746,1788645699.5209,8118,http,67.205.161.254:8118,false,680.53126335144,201,112,64.217252396166,67.205.161.254
true,1788645699.4956,transparent,6035.7725926722,1781752962.588,"AS272403 RAFAEL RIGOBERTO LOPEZ OROZCO","RAFAEL RIGOBERTO LOPEZ OROZCO","Villa Victoria","North America",NA,Mexico,MX,,false,"Rafael Rigoberto Lopez Orozco",19.4414,-99.99,false,"Rafael Rigoberto Lopez Orozco",true,México,success,America/Mexico_City,50960,1788406355,1788645699.4956,999,http,38.101.88.246:999,true,3776.734828949,17536,47698,26.881687463593,38.101.88.246
true,1788645617.5332,transparent,7260.7651504666,1710592604.0965,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,"East Jakarta",Asia,AS,Indonesia,ID,,false,"PT. Telekomunikasi Indonesia",-6.2141,106.9002,false,"Telekomunikasi Indonesia",true,Jakarta,success,Asia/Jakarta,13470,1788313097,1788645699.4297,8787,http,36.88.111.250:8787,true,12759.79590416,80100,937240,7.8734739615075,36.88.111.250
true,1788645699.3811,elite,5496.9596225165,1782969914.858,"AS12768 JSC ER-Telecom Holding",ER-TELECOM-AS,Perm,Europe,EU,Russia,RU,,false,"JSC ""ER-Telecom Holding""",58.0047,56.2514,false,"JSC ""ER-Telecom Holding""",true,"Perm Krai",success,Asia/Yekaterinburg,614000,1788413170,1788645699.3811,3128,http,212.33.246.11:3128,false,2709.1865539551,15341,38174,28.666728954499,212.33.246.11
true,1788645699.3691,elite,11565.490561441,1788445858.2456,"AS24940 Hetzner Online GmbH",HETZNER-AS,Helsinki,Europe,EU,Finland,FI,,true,"Hetzner Online GmbH",60.1719,24.9347,false,"Hetzner Online GmbH",true,Uusimaa,success,Europe/Helsinki,00221,1788444218,1788645699.3691,9081,socks4,65.109.221.19:9081,true,15605.976819992,3206,5392,37.287741335194,65.109.221.19
true,1788645699.3661,elite,9554.6958941526,1788271735.8633,"AS214902 Philip Fjaera trading as PFWeb Solutions",PFWEBSOLUTIONS,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Philip Fjaera trading as PFWeb Solutions",50.1109,8.68213,false,noezIplease,false,Hesse,success,Europe/Berlin,60313,1788268318,1788645699.3661,9092,socks4,5.231.45.243:9092,true,11854.842424393,4692,10145,31.623643593718,5.231.45.243
true,1788645699.3202,elite,3656.5337844394,1785092435.913,"AS17995 PT iForte Global Internet",SOLUSINET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,false,"PT iForte Global Internet",-6.2208,106.8403,false,Solusinet,true,Jakarta,success,Asia/Jakarta,12850,1788114274,1788645699.3202,1080,socks5,103.165.128.75:1080,true,1007.8136920929,32328,57105,36.147730703432,103.165.128.75
true,1788645699.2407,transparent,6377.8229679949,1710579421.6963,"AS141921 PT Jaringan Keluarga Bersama",IDNIC-ISEVEN-AS-ID,Sepatan,Asia,AS,Indonesia,ID,,false,"PT Jaringan Keluarga Bersama",-6.11889,106.575,false,"PT Jaringan Keluarga Bersama",true,"West Java",success,Asia/Jakarta,,1788252099,1788645699.2407,1111,http,103.165.155.163:1111,false,2329.6086788177,52288,590096,8.139679693143,103.165.155.163
true,1788645699.1767,transparent,5924.288189201,1786663617.8219,"AS132663 PT Indonesia Media Komunikasi Masyarakat",INDOMEDIANET-AS-ID,Salatiga,Asia,AS,Indonesia,ID,,false,"PT Indonesia Media Komunikasi Masyarakat",-7.33194,110.493,false,,true,"Central Java",success,Asia/Jakarta,,1788474869,1788645699.1767,3125,http,103.26.131.29:3125,false,3492.1481609344,4198,13525,23.686734751453,103.26.131.29
true,1788645699.1758,transparent,5483.4877300315,1782723966.79,"AS140448 PT Acces Prima Nusantara",APRIN-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,APRIN,-6.2349,106.99,false,,true,"West Java",success,Asia/Jakarta,,1788165789,1788645699.1758,3125,http,103.152.239.127:3125,false,8211.309671402,12686,40866,23.689124589184,103.152.239.127
true,1788645699.1549,elite,6830.2786521268,1781366791.7519,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Kuala Lumpur",Asia,AS,Malaysia,MY,,true,"Alibaba (US) Technology Co., Ltd.",3.1408,101.6852,false,"Alibaba.com LLC",true,"Kuala Lumpur",success,Asia/Kuala_Lumpur,50515,1788624015,1788645699.1549,13,socks4,47.250.159.65:13,true,3348.0894565582,1425,178992,0.78983687789953,47.250.159.65
true,1788645698.8176,transparent,6068.550325706,1785269001.7151,"AS3549 Level 3 Parent, LLC",LVLT-3549,Pachuca,"North America",NA,Mexico,MX,,false,"Cirion Technologies Solutions",20.061,-98.7783,false,"CTL LATAM, CTL Mexico",true,Hidalgo,success,America/Mexico_City,42083,1788290803,1788645698.8176,999,http,204.199.201.133:999,false,16724.752664566,7647,23066,24.898251554716,204.199.201.133
true,1788645698.8087,transparent,5603.8907838129,1788238114.8536,"AS133481 AIS Fibre",AIS-Fibre-AS-AP,"Bang Lamung",Asia,AS,Thailand,TH,,false,AIS-Fibre,13.0513,100.9231,false,,false,"Chon Buri",success,Asia/Bangkok,20150,1788237164,1788645698.8087,8081,http,184.82.137.129:8081,true,4199.0406513214,1096,2090,34.400502197112,184.82.137.129
true,1788645595.3653,transparent,5644.3799567499,1781996988.4288,"AS149359 PT Persada Data Multimedia",IDNIC-PDM-AS-ID,Lamongan,Asia,AS,Indonesia,ID,,true,"PT Persada Data Multimedia",-7.1203,112.4153,false,"PT Persada Data Multimedia",true,"East Java",success,Asia/Jakarta,62214,1788043344,1788645698.5648,7777,http,103.19.78.125:7777,false,15375.362157822,14060,47028,23.015976951283,103.19.78.125
true,1788645473.5367,elite,6956.3366412734,1721788335.5844,"AS16276 OVH SAS",OVH,Roubaix,Europe,EU,France,FR,,true,"OVH SAS",50.6924,3.20113,false,OVH,true,Hauts-de-France,success,Europe/Paris,59100,1788170399,1788645698.5608,80,http,51.254.132.238:80,false,3171.5734004974,46160,165928,21.764550563917,51.254.132.238
true,1788645698.5279,elite,4514.9274615708,1725596266.8032,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Dubai,Asia,AS,"United Arab Emirates",AE,,true,"Alibaba Cloud LLC",25.0734,55.2979,false,ALICLOUD-UAE,true,Dubai,success,Asia/Dubai,,1788235561,1788645698.5279,2021,http,47.91.120.190:2021,true,2274.1739749908,3542,335262,1.0454422025714,47.91.120.190
true,1788644213.4207,elite,1042.5259350416,1788585152.2291,"AS141995 Contabo Asia Private Limited",CAPL-AS-AP,Mumbai,Asia,AS,India,IN,,true,"Contabo Asia Private Limited",19.0748,72.8856,false,"Contabo GmbH",false,Maharashtra,success,Asia/Kolkata,400710,1788582635,1788645698.2417,10808,http,156.67.110.124:10808,true,335.62541007996,1089,28,97.493285586392,156.67.110.124
true,1788645698.1853,elite,3797.2451117136,1776080852.2176,"AS264231 SAGA FIBRA COMUNICACAO LTDA","SAGA FIBRA COMUNICACAO LTDA","São Geraldo do Araguaia","South America",SA,Brazil,BR,,false,"RG.COM - INFORMATICA & COMUNICACAO LTDA - ME",-6.2103,-48.7159,false,"Saga Fibra Comunicacao Ltda",true,Pará,success,America/Belem,68570,1788174303,1788645698.1853,33633,socks4,190.109.72.224:33633,true,3952.1102905273,72592,329219,18.066205255705,190.109.72.224
true,1788645698.1525,elite,6239.1541531816,1788498419.9202,"AS57568 ARVANCLOUD GLOBAL TECHNOLOGIES L.L.C",TR_Arvancloud,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Arvancloud Global Technologies L.L.C",50.1109,8.68213,false,"Arvancloud Global Technologies L.L.C",true,Hesse,success,Europe/Berlin,60313,1788496382,1788645698.1525,1116,socks5,185.204.170.179:1116,true,15442.358493805,1579,1103,58.873974645787,185.204.170.179
true,1788645406.8125,transparent,4012.7305244032,1788433870.1503,"AS274255 M&S.NET, C.A.","M&S.NET, C.A.",Quíbor,"South America",SA,Venezuela,VE,,false,"M&S.NET, C.A.",9.9307,-69.6174,false,"M&S.NET, C.A",false,Lara,success,America/Caracas,3061,1788430643,1788645698.1082,999,http,154.3.76.14:999,true,589.39337730408,2565,421,85.900870730074,154.3.76.14
true,1788645698.0728,transparent,5844.6390738482,1749950650.2716,"AS141934 PT Sanders Bersaudara Media",IDNIC-SBM-AS-ID,Lumajang,Asia,AS,Indonesia,ID,,false,"PT Sanders Bersaudara Media",-8.1378,113.2702,false,"PT Sanders Bersaudara Media",true,"East Java",success,Asia/Jakarta,67316,1788232512,1788645698.0728,8080,http,103.166.27.254:8080,false,2844.9873924255,13219,51493,20.42743231549,103.166.27.254
true,1788645698.0642,elite,3660.4505742676,1782542418.4541,"AS51167 Contabo GmbH",CONTABO,Lauterbourg,Europe,EU,France,FR,,true,"Contabo GmbH",48.9742,8.1851,false,"Contabo GmbH",true,"Grand Est",success,Europe/Paris,67630,1788588975,1788645698.0642,1080,socks5,158.220.101.43:1080,true,1124.4702339172,89821,61596,59.320287682361,158.220.101.43
